Quarter end,symbol,company,sector
2017-06-30,ABT,Abbott Laboratories,Healthcare
2017-03-31,ABT,Abbott Laboratories,Healthcare
2016-12-31,ABT,Abbott Laboratories,Healthcare
2016-09-30,ABT,Abbott Laboratories,Healthcare
2016-06-30,ABT,Abbott Laboratories,Healthcare
2016-03-31,ABT,Abbott Laboratories,Healthcare
2015-12-31,ABT,Abbott Laboratories,Healthcare
2015-09-30,ABT,Abbott Laboratories,Healthcare
2015-06-30,ABT,Abbott Laboratories,Healthcare
2015-03-31,ABT,Abbott Laboratories,Healthcare
2014-12-31,ABT,Abbott Laboratories,Healthcare
2014-09-30,ABT,Abbott Laboratories,Healthcare
2014-06-30,ABT,Abbott Laboratories,Healthcare
2014-03-31,ABT,Abbott Laboratories,Healthcare
2013-12-31,ABT,Abbott Laboratories,Healthcare
2013-09-30,ABT,Abbott Laboratories,Healthcare
2013-06-30,ABT,Abbott Laboratories,Healthcare
2013-03-31,ABT,Abbott Laboratories,Healthcare
2012-12-31,ABT,Abbott Laboratories,Healthcare
2012-09-30,ABT,Abbott Laboratories,Healthcare
2012-06-30,ABT,Abbott Laboratories,Healthcare
2012-03-31,ABT,Abbott Laboratories,Healthcare
2011-12-31,ABT,Abbott Laboratories,Healthcare
2011-09-30,ABT,Abbott Laboratories,Healthcare
2011-06-30,ABT,Abbott Laboratories,Healthcare
2011-03-31,ABT,Abbott Laboratories,Healthcare
2010-12-31,ABT,Abbott Laboratories,Healthcare
2010-09-30,ABT,Abbott Laboratories,Healthcare
2010-06-30,ABT,Abbott Laboratories,Healthcare
2010-03-31,ABT,Abbott Laboratories,Healthcare
2009-12-31,ABT,Abbott Laboratories,Healthcare
2009-09-30,ABT,Abbott Laboratories,Healthcare
2009-06-30,ABT,Abbott Laboratories,Healthcare
2009-03-31,ABT,Abbott Laboratories,Healthcare
2008-12-31,ABT,Abbott Laboratories,Healthcare
2008-09-30,ABT,Abbott Laboratories,Healthcare
2008-06-30,ABT,Abbott Laboratories,Healthcare
2008-03-31,ABT,Abbott Laboratories,Healthcare
2007-12-31,ABT,Abbott Laboratories,Healthcare
2007-09-30,ABT,Abbott Laboratories,Healthcare
2007-06-30,ABT,Abbott Laboratories,Healthcare
2007-03-31,ABT,Abbott Laboratories,Healthcare
2006-12-31,ABT,Abbott Laboratories,Healthcare
2006-09-30,ABT,Abbott Laboratories,Healthcare
2006-06-30,ABT,Abbott Laboratories,Healthcare
2006-03-31,ABT,Abbott Laboratories,Healthcare
2005-12-31,ABT,Abbott Laboratories,Healthcare
2005-09-30,ABT,Abbott Laboratories,Healthcare
2005-06-30,ABT,Abbott Laboratories,Healthcare
2005-03-31,ABT,Abbott Laboratories,Healthcare
2004-12-31,ABT,Abbott Laboratories,Healthcare
2004-09-30,ABT,Abbott Laboratories,Healthcare
2004-06-30,ABT,Abbott Laboratories,Healthcare
2004-03-31,ABT,Abbott Laboratories,Healthcare
2003-12-31,ABT,Abbott Laboratories,Healthcare
2003-09-30,ABT,Abbott Laboratories,Healthcare
2003-06-30,ABT,Abbott Laboratories,Healthcare
2003-03-31,ABT,Abbott Laboratories,Healthcare
2002-12-31,ABT,Abbott Laboratories,Healthcare
2002-09-30,ABT,Abbott Laboratories,Healthcare
2002-06-30,ABT,Abbott Laboratories,Healthcare
2002-03-31,ABT,Abbott Laboratories,Healthcare
2001-12-31,ABT,Abbott Laboratories,Healthcare
2001-09-30,ABT,Abbott Laboratories,Healthcare
2001-06-30,ABT,Abbott Laboratories,Healthcare
2001-03-31,ABT,Abbott Laboratories,Healthcare
2000-12-31,ABT,Abbott Laboratories,Healthcare
2000-09-30,ABT,Abbott Laboratories,Healthcare
2000-06-30,ABT,Abbott Laboratories,Healthcare
2000-03-31,ABT,Abbott Laboratories,Healthcare
2019-06-30,ACC,"American Campus Communities, Inc.",Financial
2019-03-31,ACC,"American Campus Communities, Inc.",Financial
2018-12-31,ACC,"American Campus Communities, Inc.",Financial
2018-09-30,ACC,"American Campus Communities, Inc.",Financial
2018-06-30,ACC,"American Campus Communities, Inc.",Financial
2018-03-31,ACC,"American Campus Communities, Inc.",Financial
2017-12-31,ACC,"American Campus Communities, Inc.",Financial
2017-09-30,ACC,"American Campus Communities, Inc.",Financial
2017-06-30,ACC,"American Campus Communities, Inc.",Financial
2017-03-31,ACC,"American Campus Communities, Inc.",Financial
2016-12-31,ACC,"American Campus Communities, Inc.",Financial
2016-09-30,ACC,"American Campus Communities, Inc.",Financial
2016-06-30,ACC,"American Campus Communities, Inc.",Financial
2016-03-31,ACC,"American Campus Communities, Inc.",Financial
2015-12-31,ACC,"American Campus Communities, Inc.",Financial
2015-09-30,ACC,"American Campus Communities, Inc.",Financial
2015-06-30,ACC,"American Campus Communities, Inc.",Financial
2015-03-31,ACC,"American Campus Communities, Inc.",Financial
2014-12-31,ACC,"American Campus Communities, Inc.",Financial
2014-09-30,ACC,"American Campus Communities, Inc.",Financial
2014-06-30,ACC,"American Campus Communities, Inc.",Financial
2014-03-31,ACC,"American Campus Communities, Inc.",Financial
2013-12-31,ACC,"American Campus Communities, Inc.",Financial
2013-09-30,ACC,"American Campus Communities, Inc.",Financial
2013-06-30,ACC,"American Campus Communities, Inc.",Financial
2013-03-31,ACC,"American Campus Communities, Inc.",Financial
2012-12-31,ACC,"American Campus Communities, Inc.",Financial
2012-09-30,ACC,"American Campus Communities, Inc.",Financial
2012-06-30,ACC,"American Campus Communities, Inc.",Financial
2012-03-31,ACC,"American Campus Communities, Inc.",Financial
2011-12-31,ACC,"American Campus Communities, Inc.",Financial
2011-09-30,ACC,"American Campus Communities, Inc.",Financial
2011-06-30,ACC,"American Campus Communities, Inc.",Financial
2011-03-31,ACC,"American Campus Communities, Inc.",Financial
2010-12-31,ACC,"American Campus Communities, Inc.",Financial
2010-09-30,ACC,"American Campus Communities, Inc.",Financial
2010-06-30,ACC,"American Campus Communities, Inc.",Financial
2010-03-31,ACC,"American Campus Communities, Inc.",Financial
2009-12-31,ACC,"American Campus Communities, Inc.",Financial
2009-09-30,ACC,"American Campus Communities, Inc.",Financial
2009-06-30,ACC,"American Campus Communities, Inc.",Financial
2009-03-31,ACC,"American Campus Communities, Inc.",Financial
2008-12-31,ACC,"American Campus Communities, Inc.",Financial
2008-09-30,ACC,"American Campus Communities, Inc.",Financial
2008-06-30,ACC,"American Campus Communities, Inc.",Financial
2008-03-31,ACC,"American Campus Communities, Inc.",Financial
2007-12-31,ACC,"American Campus Communities, Inc.",Financial
2007-09-30,ACC,"American Campus Communities, Inc.",Financial
2007-06-30,ACC,"American Campus Communities, Inc.",Financial
2007-03-31,ACC,"American Campus Communities, Inc.",Financial
2006-12-31,ACC,"American Campus Communities, Inc.",Financial
2006-09-30,ACC,"American Campus Communities, Inc.",Financial
2006-06-30,ACC,"American Campus Communities, Inc.",Financial
2006-03-31,ACC,"American Campus Communities, Inc.",Financial
2005-12-31,ACC,"American Campus Communities, Inc.",Financial
2005-09-30,ACC,"American Campus Communities, Inc.",Financial
2005-06-30,ACC,"American Campus Communities, Inc.",Financial
2005-03-31,ACC,"American Campus Communities, Inc.",Financial
2004-12-31,ACC,"American Campus Communities, Inc.",Financial
2004-09-30,ACC,"American Campus Communities, Inc.",Financial
2019-03-31,ACIW,"ACI Worldwide, Inc.",Technology
2018-12-31,ACIW,"ACI Worldwide, Inc.",Technology
2018-09-30,ACIW,"ACI Worldwide, Inc.",Technology
2018-06-30,ACIW,"ACI Worldwide, Inc.",Technology
2018-03-31,ACIW,"ACI Worldwide, Inc.",Technology
2017-12-31,ACIW,"ACI Worldwide, Inc.",Technology
2017-09-30,ACIW,"ACI Worldwide, Inc.",Technology
2017-06-30,ACIW,"ACI Worldwide, Inc.",Technology
2017-03-31,ACIW,"ACI Worldwide, Inc.",Technology
2016-12-31,ACIW,"ACI Worldwide, Inc.",Technology
2016-09-30,ACIW,"ACI Worldwide, Inc.",Technology
2016-06-30,ACIW,"ACI Worldwide, Inc.",Technology
2016-03-31,ACIW,"ACI Worldwide, Inc.",Technology
2015-12-31,ACIW,"ACI Worldwide, Inc.",Technology
2015-09-30,ACIW,"ACI Worldwide, Inc.",Technology
2015-06-30,ACIW,"ACI Worldwide, Inc.",Technology
2015-03-31,ACIW,"ACI Worldwide, Inc.",Technology
2014-12-31,ACIW,"ACI Worldwide, Inc.",Technology
2014-09-30,ACIW,"ACI Worldwide, Inc.",Technology
2014-06-30,ACIW,"ACI Worldwide, Inc.",Technology
2014-03-31,ACIW,"ACI Worldwide, Inc.",Technology
2013-12-31,ACIW,"ACI Worldwide, Inc.",Technology
2013-09-30,ACIW,"ACI Worldwide, Inc.",Technology
2013-06-30,ACIW,"ACI Worldwide, Inc.",Technology
2013-03-31,ACIW,"ACI Worldwide, Inc.",Technology
2012-12-31,ACIW,"ACI Worldwide, Inc.",Technology
2012-09-30,ACIW,"ACI Worldwide, Inc.",Technology
2012-06-30,ACIW,"ACI Worldwide, Inc.",Technology
2012-03-31,ACIW,"ACI Worldwide, Inc.",Technology
2011-12-31,ACIW,"ACI Worldwide, Inc.",Technology
2011-09-30,ACIW,"ACI Worldwide, Inc.",Technology
2011-06-30,ACIW,"ACI Worldwide, Inc.",Technology
2011-03-31,ACIW,"ACI Worldwide, Inc.",Technology
2010-12-31,ACIW,"ACI Worldwide, Inc.",Technology
2010-09-30,ACIW,"ACI Worldwide, Inc.",Technology
2010-06-30,ACIW,"ACI Worldwide, Inc.",Technology
2010-03-31,ACIW,"ACI Worldwide, Inc.",Technology
2009-12-31,ACIW,"ACI Worldwide, Inc.",Technology
2009-09-30,ACIW,"ACI Worldwide, Inc.",Technology
2009-06-30,ACIW,"ACI Worldwide, Inc.",Technology
2009-03-31,ACIW,"ACI Worldwide, Inc.",Technology
2008-12-31,ACIW,"ACI Worldwide, Inc.",Technology
2008-09-30,ACIW,"ACI Worldwide, Inc.",Technology
2008-06-30,ACIW,"ACI Worldwide, Inc.",Technology
2008-03-31,ACIW,"ACI Worldwide, Inc.",Technology
2007-12-31,ACIW,"ACI Worldwide, Inc.",Technology
2007-09-30,ACIW,"ACI Worldwide, Inc.",Technology
2007-06-30,ACIW,"ACI Worldwide, Inc.",Technology
2007-03-31,ACIW,"ACI Worldwide, Inc.",Technology
2006-12-31,ACIW,"ACI Worldwide, Inc.",Technology
2006-09-30,ACIW,"ACI Worldwide, Inc.",Technology
2006-06-30,ACIW,"ACI Worldwide, Inc.",Technology
2006-03-31,ACIW,"ACI Worldwide, Inc.",Technology
2005-12-31,ACIW,"ACI Worldwide, Inc.",Technology
2005-09-30,ACIW,"ACI Worldwide, Inc.",Technology
2005-06-30,ACIW,"ACI Worldwide, Inc.",Technology
2005-03-31,ACIW,"ACI Worldwide, Inc.",Technology
2004-12-31,ACIW,"ACI Worldwide, Inc.",Technology
2004-09-30,ACIW,"ACI Worldwide, Inc.",Technology
2004-06-30,ACIW,"ACI Worldwide, Inc.",Technology
2004-03-31,ACIW,"ACI Worldwide, Inc.",Technology
2003-12-31,ACIW,"ACI Worldwide, Inc.",Technology
2003-09-30,ACIW,"ACI Worldwide, Inc.",Technology
2003-06-30,ACIW,"ACI Worldwide, Inc.",Technology
2003-03-31,ACIW,"ACI Worldwide, Inc.",Technology
2002-12-31,ACIW,"ACI Worldwide, Inc.",Technology
2002-09-30,ACIW,"ACI Worldwide, Inc.",Technology
2002-06-30,ACIW,"ACI Worldwide, Inc.",Technology
2002-03-31,ACIW,"ACI Worldwide, Inc.",Technology
2001-12-31,ACIW,"ACI Worldwide, Inc.",Technology
2001-09-30,ACIW,"ACI Worldwide, Inc.",Technology
2001-06-30,ACIW,"ACI Worldwide, Inc.",Technology
2001-03-31,ACIW,"ACI Worldwide, Inc.",Technology
2000-12-31,ACIW,"ACI Worldwide, Inc.",Technology
2000-09-30,ACIW,"ACI Worldwide, Inc.",Technology
2000-06-30,ACIW,"ACI Worldwide, Inc.",Technology
2000-03-31,ACIW,"ACI Worldwide, Inc.",Technology
2019-03-31,ACM,AECOM,Services
2018-12-31,ACM,AECOM,Services
2018-09-30,ACM,AECOM,Services
2018-06-30,ACM,AECOM,Services
2018-03-31,ACM,AECOM,Services
2017-12-31,ACM,AECOM,Services
2017-09-30,ACM,AECOM,Services
2017-06-30,ACM,AECOM,Services
2017-03-31,ACM,AECOM,Services
2016-12-31,ACM,AECOM,Services
2016-09-30,ACM,AECOM,Services
2016-06-30,ACM,AECOM,Services
2016-03-31,ACM,AECOM,Services
2015-12-31,ACM,AECOM,Services
2015-09-30,ACM,AECOM,Services
2015-06-30,ACM,AECOM,Services
2015-03-31,ACM,AECOM,Services
2014-12-31,ACM,AECOM,Services
2014-09-30,ACM,AECOM,Services
2014-06-30,ACM,AECOM,Services
2014-03-31,ACM,AECOM,Services
2013-12-31,ACM,AECOM,Services
2013-09-30,ACM,AECOM,Services
2013-06-30,ACM,AECOM,Services
2013-03-31,ACM,AECOM,Services
2012-12-31,ACM,AECOM,Services
2012-09-30,ACM,AECOM,Services
2012-06-30,ACM,AECOM,Services
2012-03-31,ACM,AECOM,Services
2011-12-31,ACM,AECOM,Services
2011-09-30,ACM,AECOM,Services
2011-06-30,ACM,AECOM,Services
2011-03-31,ACM,AECOM,Services
2010-12-31,ACM,AECOM,Services
2010-09-30,ACM,AECOM,Services
2010-06-30,ACM,AECOM,Services
2010-03-31,ACM,AECOM,Services
2009-12-31,ACM,AECOM,Services
2009-09-30,ACM,AECOM,Services
2009-06-30,ACM,AECOM,Services
2009-03-31,ACM,AECOM,Services
2008-12-31,ACM,AECOM,Services
2008-09-30,ACM,AECOM,Services
2008-06-30,ACM,AECOM,Services
2008-03-31,ACM,AECOM,Services
2007-12-31,ACM,AECOM,Services
2007-09-30,ACM,AECOM,Services
2007-06-30,ACM,AECOM,Services
2007-03-31,ACM,AECOM,Services
2019-05-31,ACN,Accenture plc,Technology
2019-02-28,ACN,Accenture plc,Technology
2018-11-30,ACN,Accenture plc,Technology
2018-08-31,ACN,Accenture plc,Technology
2018-05-31,ACN,Accenture plc,Technology
2018-02-28,ACN,Accenture plc,Technology
2017-11-30,ACN,Accenture plc,Technology
2017-08-31,ACN,Accenture plc,Technology
2017-05-31,ACN,Accenture plc,Technology
2017-02-28,ACN,Accenture plc,Technology
2016-11-30,ACN,Accenture plc,Technology
2016-08-31,ACN,Accenture plc,Technology
2016-05-31,ACN,Accenture plc,Technology
2016-02-29,ACN,Accenture plc,Technology
2015-11-30,ACN,Accenture plc,Technology
2015-08-31,ACN,Accenture plc,Technology
2015-05-31,ACN,Accenture plc,Technology
2015-02-28,ACN,Accenture plc,Technology
2014-11-30,ACN,Accenture plc,Technology
2014-08-31,ACN,Accenture plc,Technology
2014-05-31,ACN,Accenture plc,Technology
2014-02-28,ACN,Accenture plc,Technology
2013-11-30,ACN,Accenture plc,Technology
2013-08-31,ACN,Accenture plc,Technology
2013-05-31,ACN,Accenture plc,Technology
2013-02-28,ACN,Accenture plc,Technology
2012-11-30,ACN,Accenture plc,Technology
2012-08-31,ACN,Accenture plc,Technology
2012-05-31,ACN,Accenture plc,Technology
2012-02-29,ACN,Accenture plc,Technology
2011-11-30,ACN,Accenture plc,Technology
2011-08-31,ACN,Accenture plc,Technology
2011-05-31,ACN,Accenture plc,Technology
2011-02-28,ACN,Accenture plc,Technology
2010-11-30,ACN,Accenture plc,Technology
2010-08-31,ACN,Accenture plc,Technology
2010-05-31,ACN,Accenture plc,Technology
2010-02-28,ACN,Accenture plc,Technology
2009-11-30,ACN,Accenture plc,Technology
2009-08-31,ACN,Accenture plc,Technology
2019-05-31,ADBE,Adobe Inc.,Technology
2019-03-01,ADBE,Adobe Inc.,Technology
2018-11-30,ADBE,Adobe Inc.,Technology
2018-08-31,ADBE,Adobe Inc.,Technology
2018-06-01,ADBE,Adobe Inc.,Technology
2018-03-02,ADBE,Adobe Inc.,Technology
2017-12-01,ADBE,Adobe Inc.,Technology
2017-09-01,ADBE,Adobe Inc.,Technology
2017-06-02,ADBE,Adobe Inc.,Technology
2017-03-03,ADBE,Adobe Inc.,Technology
2016-12-02,ADBE,Adobe Inc.,Technology
2016-09-02,ADBE,Adobe Inc.,Technology
2016-06-03,ADBE,Adobe Inc.,Technology
2016-03-04,ADBE,Adobe Inc.,Technology
2015-11-27,ADBE,Adobe Inc.,Technology
2015-08-28,ADBE,Adobe Inc.,Technology
2015-05-29,ADBE,Adobe Inc.,Technology
2015-02-27,ADBE,Adobe Inc.,Technology
2014-11-28,ADBE,Adobe Inc.,Technology
2014-08-29,ADBE,Adobe Inc.,Technology
2014-05-30,ADBE,Adobe Inc.,Technology
2014-02-28,ADBE,Adobe Inc.,Technology
2013-11-29,ADBE,Adobe Inc.,Technology
2013-08-30,ADBE,Adobe Inc.,Technology
2013-05-31,ADBE,Adobe Inc.,Technology
2013-03-01,ADBE,Adobe Inc.,Technology
2012-11-30,ADBE,Adobe Inc.,Technology
2012-08-31,ADBE,Adobe Inc.,Technology
2012-06-01,ADBE,Adobe Inc.,Technology
2012-03-02,ADBE,Adobe Inc.,Technology
2011-12-02,ADBE,Adobe Inc.,Technology
2011-09-02,ADBE,Adobe Inc.,Technology
2011-06-03,ADBE,Adobe Inc.,Technology
2011-03-04,ADBE,Adobe Inc.,Technology
2010-12-03,ADBE,Adobe Inc.,Technology
2010-09-03,ADBE,Adobe Inc.,Technology
2010-06-04,ADBE,Adobe Inc.,Technology
2010-03-05,ADBE,Adobe Inc.,Technology
2009-11-27,ADBE,Adobe Inc.,Technology
2009-08-28,ADBE,Adobe Inc.,Technology
2009-05-29,ADBE,Adobe Inc.,Technology
2009-02-27,ADBE,Adobe Inc.,Technology
2008-11-28,ADBE,Adobe Inc.,Technology
2008-08-29,ADBE,Adobe Inc.,Technology
2008-05-30,ADBE,Adobe Inc.,Technology
2008-02-29,ADBE,Adobe Inc.,Technology
2007-11-30,ADBE,Adobe Inc.,Technology
2007-08-31,ADBE,Adobe Inc.,Technology
2007-06-01,ADBE,Adobe Inc.,Technology
2007-03-02,ADBE,Adobe Inc.,Technology
2006-12-01,ADBE,Adobe Inc.,Technology
2006-09-01,ADBE,Adobe Inc.,Technology
2006-06-02,ADBE,Adobe Inc.,Technology
2006-03-03,ADBE,Adobe Inc.,Technology
2005-12-02,ADBE,Adobe Inc.,Technology
2005-09-02,ADBE,Adobe Inc.,Technology
2005-06-03,ADBE,Adobe Inc.,Technology
2005-03-04,ADBE,Adobe Inc.,Technology
2004-12-03,ADBE,Adobe Inc.,Technology
2004-09-03,ADBE,Adobe Inc.,Technology
2004-06-04,ADBE,Adobe Inc.,Technology
2004-03-05,ADBE,Adobe Inc.,Technology
2003-11-28,ADBE,Adobe Inc.,Technology
2003-08-29,ADBE,Adobe Inc.,Technology
2003-05-30,ADBE,Adobe Inc.,Technology
2003-02-28,ADBE,Adobe Inc.,Technology
2002-11-29,ADBE,Adobe Inc.,Technology
2002-08-30,ADBE,Adobe Inc.,Technology
2002-05-31,ADBE,Adobe Inc.,Technology
2002-03-01,ADBE,Adobe Inc.,Technology
2001-11-30,ADBE,Adobe Inc.,Technology
2001-08-31,ADBE,Adobe Inc.,Technology
2001-06-01,ADBE,Adobe Inc.,Technology
2001-03-02,ADBE,Adobe Inc.,Technology
2000-12-01,ADBE,Adobe Inc.,Technology
2000-09-01,ADBE,Adobe Inc.,Technology
2000-06-02,ADBE,Adobe Inc.,Technology
2000-03-03,ADBE,Adobe Inc.,Technology
2019-05-04,ADI,"Analog Devices, Inc.",Technology
2019-02-02,ADI,"Analog Devices, Inc.",Technology
2018-11-03,ADI,"Analog Devices, Inc.",Technology
2018-08-04,ADI,"Analog Devices, Inc.",Technology
2018-05-05,ADI,"Analog Devices, Inc.",Technology
2018-02-03,ADI,"Analog Devices, Inc.",Technology
2017-10-28,ADI,"Analog Devices, Inc.",Technology
2017-07-29,ADI,"Analog Devices, Inc.",Technology
2017-04-29,ADI,"Analog Devices, Inc.",Technology
2017-01-28,ADI,"Analog Devices, Inc.",Technology
2016-10-29,ADI,"Analog Devices, Inc.",Technology
2016-07-30,ADI,"Analog Devices, Inc.",Technology
2016-04-30,ADI,"Analog Devices, Inc.",Technology
2016-01-30,ADI,"Analog Devices, Inc.",Technology
2015-10-31,ADI,"Analog Devices, Inc.",Technology
2015-08-01,ADI,"Analog Devices, Inc.",Technology
2015-05-02,ADI,"Analog Devices, Inc.",Technology
2015-01-31,ADI,"Analog Devices, Inc.",Technology
2014-11-01,ADI,"Analog Devices, Inc.",Technology
2014-08-02,ADI,"Analog Devices, Inc.",Technology
2014-05-03,ADI,"Analog Devices, Inc.",Technology
2014-02-01,ADI,"Analog Devices, Inc.",Technology
2013-11-02,ADI,"Analog Devices, Inc.",Technology
2013-08-03,ADI,"Analog Devices, Inc.",Technology
2013-05-04,ADI,"Analog Devices, Inc.",Technology
2013-02-02,ADI,"Analog Devices, Inc.",Technology
2012-11-03,ADI,"Analog Devices, Inc.",Technology
2012-08-04,ADI,"Analog Devices, Inc.",Technology
2012-05-05,ADI,"Analog Devices, Inc.",Technology
2012-02-04,ADI,"Analog Devices, Inc.",Technology
2011-10-29,ADI,"Analog Devices, Inc.",Technology
2011-07-30,ADI,"Analog Devices, Inc.",Technology
2011-04-30,ADI,"Analog Devices, Inc.",Technology
2011-01-29,ADI,"Analog Devices, Inc.",Technology
2010-10-30,ADI,"Analog Devices, Inc.",Technology
2010-07-31,ADI,"Analog Devices, Inc.",Technology
2010-05-01,ADI,"Analog Devices, Inc.",Technology
2010-01-30,ADI,"Analog Devices, Inc.",Technology
2009-10-31,ADI,"Analog Devices, Inc.",Technology
2009-08-01,ADI,"Analog Devices, Inc.",Technology
2009-05-02,ADI,"Analog Devices, Inc.",Technology
2009-01-31,ADI,"Analog Devices, Inc.",Technology
2008-11-01,ADI,"Analog Devices, Inc.",Technology
2008-08-02,ADI,"Analog Devices, Inc.",Technology
2008-05-03,ADI,"Analog Devices, Inc.",Technology
2008-02-02,ADI,"Analog Devices, Inc.",Technology
2007-11-03,ADI,"Analog Devices, Inc.",Technology
2007-08-04,ADI,"Analog Devices, Inc.",Technology
2007-05-05,ADI,"Analog Devices, Inc.",Technology
2007-02-03,ADI,"Analog Devices, Inc.",Technology
2006-10-28,ADI,"Analog Devices, Inc.",Technology
2006-07-29,ADI,"Analog Devices, Inc.",Technology
2006-04-29,ADI,"Analog Devices, Inc.",Technology
2006-01-28,ADI,"Analog Devices, Inc.",Technology
2005-10-29,ADI,"Analog Devices, Inc.",Technology
2005-07-30,ADI,"Analog Devices, Inc.",Technology
2005-04-30,ADI,"Analog Devices, Inc.",Technology
2005-01-29,ADI,"Analog Devices, Inc.",Technology
2004-10-30,ADI,"Analog Devices, Inc.",Technology
2004-07-31,ADI,"Analog Devices, Inc.",Technology
2004-05-01,ADI,"Analog Devices, Inc.",Technology
2004-01-31,ADI,"Analog Devices, Inc.",Technology
2003-11-01,ADI,"Analog Devices, Inc.",Technology
2003-08-02,ADI,"Analog Devices, Inc.",Technology
2003-05-03,ADI,"Analog Devices, Inc.",Technology
2003-02-01,ADI,"Analog Devices, Inc.",Technology
2002-11-02,ADI,"Analog Devices, Inc.",Technology
2002-08-03,ADI,"Analog Devices, Inc.",Technology
2002-05-04,ADI,"Analog Devices, Inc.",Technology
2002-02-02,ADI,"Analog Devices, Inc.",Technology
2001-11-03,ADI,"Analog Devices, Inc.",Technology
2001-08-04,ADI,"Analog Devices, Inc.",Technology
2001-05-05,ADI,"Analog Devices, Inc.",Technology
2001-02-03,ADI,"Analog Devices, Inc.",Technology
2000-10-28,ADI,"Analog Devices, Inc.",Technology
2000-07-29,ADI,"Analog Devices, Inc.",Technology
2000-04-29,ADI,"Analog Devices, Inc.",Technology
2000-01-29,ADI,"Analog Devices, Inc.",Technology
2019-06-30,ADM,Archer-Daniels-Midland Company,Consumer Goods
2019-03-31,ADM,Archer-Daniels-Midland Company,Consumer Goods
2018-12-31,ADM,Archer-Daniels-Midland Company,Consumer Goods
2018-09-30,ADM,Archer-Daniels-Midland Company,Consumer Goods
2018-06-30,ADM,Archer-Daniels-Midland Company,Consumer Goods
2018-03-31,ADM,Archer-Daniels-Midland Company,Consumer Goods
2017-12-31,ADM,Archer-Daniels-Midland Company,Consumer Goods
2017-09-30,ADM,Archer-Daniels-Midland Company,Consumer Goods
2017-06-30,ADM,Archer-Daniels-Midland Company,Consumer Goods
2017-03-31,ADM,Archer-Daniels-Midland Company,Consumer Goods
2016-12-31,ADM,Archer-Daniels-Midland Company,Consumer Goods
2016-09-30,ADM,Archer-Daniels-Midland Company,Consumer Goods
2016-06-30,ADM,Archer-Daniels-Midland Company,Consumer Goods
2016-03-31,ADM,Archer-Daniels-Midland Company,Consumer Goods
2015-12-31,ADM,Archer-Daniels-Midland Company,Consumer Goods
2015-09-30,ADM,Archer-Daniels-Midland Company,Consumer Goods
2015-06-30,ADM,Archer-Daniels-Midland Company,Consumer Goods
2015-03-31,ADM,Archer-Daniels-Midland Company,Consumer Goods
2014-12-31,ADM,Archer-Daniels-Midland Company,Consumer Goods
2014-09-30,ADM,Archer-Daniels-Midland Company,Consumer Goods
2014-06-30,ADM,Archer-Daniels-Midland Company,Consumer Goods
2014-03-31,ADM,Archer-Daniels-Midland Company,Consumer Goods
2013-12-31,ADM,Archer-Daniels-Midland Company,Consumer Goods
2013-09-30,ADM,Archer-Daniels-Midland Company,Consumer Goods
2013-06-30,ADM,Archer-Daniels-Midland Company,Consumer Goods
2013-03-31,ADM,Archer-Daniels-Midland Company,Consumer Goods
2012-12-31,ADM,Archer-Daniels-Midland Company,Consumer Goods
2012-09-30,ADM,Archer-Daniels-Midland Company,Consumer Goods
